Value.number,Value.name,Value.CardFrame,Value.CardType,Value.Level,Value.Scale,Value.Attack,Value.Defense,Value.Attribute
91530236,Spirit Charmers,spell,Quick-Play,,,,,
20802187,Spirit Converter,spell,Continuous,,,,,
69832741,Spirit Elimination,spell,Normal,,,,,
16674846,Spirit Force,trap,Normal,,,,,
94772232,"Spirit Message ""A""",spell,Continuous,,,,,
31893528,"Spirit Message ""I""",spell,Continuous,,,,,
30170981,"Spirit Message ""L""",spell,Continuous,,,,,
67287533,"Spirit Message ""N""",spell,Continuous,,,,,
13522325,Spirit of Flames,effect,Pyro,4,,1700,1000,FIRE
14037717,Spirit of the Books,normal,Winged Beast,4,,1400,1200,WIND
53530069,Spirit of the Breeze,effect,Fairy,3,,0,1800,WIND
26517393,Spirit of the Fall Wind,effect,Fairy,4,,1800,900,WIND
80770678,Spirit of the Harp,normal,Fairy,4,,800,2000,LIGHT
34690519,Spirit of the Mountain,normal,Spellcaster,5,,1300,1800,EARTH
25343280,Spirit of the Pharaoh,effect,Zombie,6,,2500,2000,LIGHT
4896788,Spirit of the Pot of Greed,effect,Fairy,1,,100,100,LIGHT
65685470,Spirit of the Six Samurai,effect,Warrior,3,,500,500,EARTH
54615781,Spirit of the Winds,normal,Spellcaster,5,,1700,1400,WIND
90829280,Spirit of Yubel,effect,Fiend,10,,0,0,DARK
23205979,Spirit Reaper,effect,Zombie,3,,300,200,DARK
67957315,Spirit Ryu,effect,Dragon,4,,1000,1000,WIND
19307353,Spirit Sculptor,effect,Fairy,4,,1600,2100,LIGHT
92394653,Spirit's Invitation,trap,Continuous,,,,,
86396750,Spiritual Beast Apelio,effect,Pyro,4,,1800,200,WIND
49885567,Spiritual Beast Cannahawk,effect,Thunder,4,,1400,600,WIND
13890468,Spiritual Beast Pettlephin,effect,Aqua,4,,0,2000,WIND
88123329,Spiritual Beast Rampengu,effect,Beast,4,,1600,400,WIND
23623653,Spiritual Beast Tamer Lara,effect,Psychic,1,,100,2000,LIGHT
65193366,Spiritual Beast Tamer Winda,effect,Psychic,4,,1600,1800,WIND
70156997,Spiritual Earth Art - Kurogane,trap,Normal,,,,,
99173029,Spiritual Energy Settle Machine,spell,Continuous,,,,,
28234578,Spiritual Entanglement,spell,Normal,,,,,
42945701,Spiritual Fire Art - Kurenai,trap,Normal,,,,,
69112325,Spiritual Forest,spell,Continuous,,,,,
5037726,Spiritual Light Art - Hijiri,trap,Normal,,,,,
78625592,Spiritual Swords of Revealing Light,trap,Continuous,,,,,
6540606,Spiritual Water Art - Aoi,trap,Normal,,,,,
50155385,Spiritual Whisper,effect,Winged Beast,4,,200,2000,WIND
79333300,Spiritual Wind Art - Miyabi,trap,Normal,,,,,
15866454,Spiritualism,spell,Normal,,,,,
39765115,Splash Capture,trap,Normal,,,,,
59859086,Splash Mage,link,Cyberse,2,,1100,,WATER
4290468,Splendid Rose,synchro,Plant,6,,2200,2000,WIND
5645210,Splendid Venus,effect,Fairy,8,,2800,2400,LIGHT
42952160,Split Mirror of the Underworld,trap,Normal,,,,,
2625939,Spool Code,spell,Quick-Play,,,,,
11747708,Spore,effect,Plant,1,,400,800,WIND
76145933,Spright Blue,effect,Thunder,2,,1100,1000,DARK
2311090,Spright Carrot,effect,Thunder,2,,1000,1900,FIRE
68250822,Spright Double Cross,trap,Normal,,,,,
27381364,Spright Elf,link,Thunder,2,,1400,,FIRE
42431833,Spright Gamma Burst,spell,Quick-Play,,,,,
13533678,Spright Jet,effect,Thunder,2,,1300,700,DARK
49928686,Spright Pixies,effect,Thunder,2,,1400,1400,DARK
75922381,Spright Red,effect,Thunder,2,,1200,1800,FIRE
88836438,Spright Smashers,spell,Quick-Play,,,,,
72329844,Spright Sprind,link,Thunder,2,,1400,,FIRE
15443125,Spright Starter,spell,Quick-Play,,,,,
1906812,Sprind the Irondash Dragon,fusion,Machine,8,,2500,2000,DARK
94425169,Spring of Rebirth,spell,Continuous,,,,,
10584050,Springans Blast!,trap,Normal,,,,,
7496001,Springans Booty,spell,Continuous,,,,,
83203672,Springans Branga,effect,Machine,8,,500,2500,FIRE
67436768,Springans Brothers,effect,Machine,4,,300,1800,FIRE
83199011,Springans Call!,trap,Normal,,,,,
29601381,Springans Captain Sargas,effect,Machine,8,,1500,2800,FIRE
25415161,Springans Interluder,trap,Continuous,,,,,
45484331,Springans Kitt,effect,Beast,4,,1700,1000,DARK
48285768,Springans Merrymaker,xyz,Machine,4,,1100,2000,FIRE
56818977,Springans Pedor,effect,Machine,4,,0,2000,FIRE
20424878,Springans Rockey,effect,Machine,4,,1800,800,FIRE
62941499,Springans Ship - Exblowrer,xyz,Machine,8,,1600,2500,FIRE
23499963,Springans Watch,spell,Normal,,,,,
37626500,Sprite's Blessing,spell,Ritual,,,,,
21088856,Spy-C-Spy,effect,Warrior,3,,1200,1300,FIRE
80637190,Spyder Spider,effect,Insect,4,,1500,1000,EARTH
94096018,SPYGAL Misty,effect,Spellcaster,4,,1500,1600,DARK
88124568,SPYRAL Double Agent,effect,Fiend,4,,1400,600,LIGHT
1322368,SPYRAL Double Helix,link,Warrior,2,,1900,,EARTH
30979619,SPYRAL GEAR - Big Red,spell,Equip,,,,,
4474060,SPYRAL GEAR - Drone,effect,Machine,1,,100,100,WIND
73828446,SPYRAL GEAR - Fully Armed,spell,Equip,,,,,
37433748,SPYRAL GEAR - Last Resort,effect,Machine,4,,1000,1000,EARTH
53989821,SPYRAL GEAR - Utility Wire,trap,Normal,,,,,
91258852,SPYRAL Master Plan,effect,Spellcaster,7,,1200,2800,DARK
27642961,SPYRAL MISSION - Assault,spell,Continuous,,,,,
39373426,SPYRAL MISSION - Recapture,trap,Continuous,,,,,
9212051,SPYRAL MISSION - Rescue,trap,Continuous,,,,,
78080961,SPYRAL Quik-Fix,effect,Machine,1,,500,400,EARTH
54631665,SPYRAL Resort,spell,Field,,,,,
35699,SPYRAL Sleeper,effect,Fiend,8,,2800,1200,LIGHT
41091257,SPYRAL Super Agent,effect,Warrior,4,,1900,1200,EARTH
20584712,SPYRAL Tough,effect,Warrior,4,,1900,1500,WIND
38783169,Squeaknight,effect,Warrior,1,,500,500,FIRE
54458867,Squib Draw,spell,Quick-Play,,,,,
65500515,Squirt Squid,effect,Aqua,2,,0,1800,WATER
21175632,St. Joan,fusion,Fairy,7,,2800,2000,LIGHT
9523599,Stack Reviver,effect,Cyberse,2,,100,600,DARK
16598965,Stained Glass of Light & Dark,trap,Normal,,,,,
19671102,Stairs of Mail,spell,Continuous,,,,,
22555834,Stairway to a Fabled Realm,spell,Field,,,,,
54562327,Stake your Soul!,spell,Normal,,,,,
86060749,Stall Turn,trap,Counter,,,,,
81385346,Stamping Destruction,spell,Normal,,,,,
49154689,Stand In,spell,Quick-Play,,,,,
41371602,Stand Up Centur-Ion!,spell,Field,,,,,
65384188,Stand-Off,spell,Normal,,,,,
67196946,Star Blast,spell,Normal,,,,,
8201910,Star Boy,effect,Aqua,2,,550,500,WATER
63485233,Star Changer,spell,Quick-Play,,,,,
24610207,Star Drawing,effect,Spellcaster,4,,1600,1000,EARTH
41517789,Star Eater,synchro,Dragon,11,,3200,2800,LIGHT
43661068,"Star Light, Star Bright",spell,Normal,,,,,
49407319,Star Mine,synchro,Pyro,4,,2000,200,FIRE
74850403,Star Pendulumgraph,spell,Continuous,,,,,
76500786,Star Power!!,spell,Quick-Play,,,,,
44273680,Star Seraph Sage,effect,Fairy,4,,1600,1400,LIGHT
64726269,Star Seraph Scale,effect,Fairy,4,,1500,900,LIGHT
38331564,Star Seraph Scepter,effect,Fairy,4,,1800,400,LIGHT
8875971,Star Seraph Scout,effect,Fairy,4,,1200,1800,LIGHT
91110378,Star Seraph Sovereignty,effect,Fairy,4,,800,2000,LIGHT
70668285,Star Seraph Sword,effect,Fairy,4,,1400,1000,LIGHT
70391588,Star Siphon,trap,Normal,,,,,
34244455,Star Staring Starling,effect,Winged Beast,4,,1000,1500,WIND
97792247,Stardust Assault Warrior,synchro,Warrior,6,,2100,1200,WIND
64880894,Stardust Charge Warrior,synchro,Warrior,6,,2000,1300,WIND
89474727,Stardust Chronicle Spark Dragon,synchro,Dragon,10,,3000,2500,LIGHT
44508094,Stardust Dragon,synchro,Dragon,8,,2500,2000,WIND
61257789,Stardust Dragon/Assault Mode,effect,Dragon,10,,3000,2500,WIND
27196937,Stardust Flash,trap,Normal,,,,,
37750912,Stardust Illumination,spell,Normal,,,,,
13556444,Stardust Mirage,trap,Normal,,,,,
80244114,Stardust Phantom,effect,Spellcaster,1,,0,0,LIGHT
20590784,Stardust Re-Spark,trap,Normal,,,,,
89181369,Stardust Shimmer,spell,Normal,,,,,
26268488,Stardust Sifr Divine Dragon,synchro,Dragon,12,,4000,4000,LIGHT
83994433,Stardust Spark Dragon,synchro,Dragon,8,,2500,2000,LIGHT
37799519,Stardust Synchron,effect,Machine,4,,1500,1000,LIGHT
63184227,Stardust Trail,effect,Dragon,4,,500,2000,LIGHT
74892653,Stardust Warrior,synchro,Warrior,10,,3000,2500,WIND
35129241,Stardust Wish,trap,Continuous,,,,,
91262474,Stardust Wurm,effect,Dragon,1,,0,0,LIGHT
68543408,Stardust Xiaolong,effect,Dragon,1,,100,100,LIGHT
95403418,Starduston,effect,Fiend,1,,0,0,DARK
44717069,Starfish,effect,Aqua,3,,300,300,WATER
94415058,Stargazer Magician,effect_pendulum,Spellcaster,5,1,1200,2400,DARK
97729135,Staring Contest,spell,Continuous,,,,,
40390147,Starliege Lord Galaxion,xyz,Warrior,4,,2000,2100,LIGHT
61344030,Starliege Paladynamo,xyz,Warrior,4,,2000,1000,LIGHT
16643334,Starliege Photon Blast Dragon,xyz,Dragon,4,,1800,2500,LIGHT
15381421,Starliege Seyfert,effect,Dragon,4,,1800,0,LIGHT
1003840,Starlight Junktion,spell,Field,,,,,
58120309,Starlight Road,trap,Normal,,,,,
92341815,Starlit Papillon,spell,Equip,,,,,
5916510,Starring Knight,xyz,Fairy,4,,1900,1000,LIGHT
6278008,Starry Dragon's Cycle,trap,Normal,,,,,
21985407,Starry Knight Arrival,trap,Continuous,,,,,
59228631,Starry Knight Astel,effect,Fairy,4,,500,2000,LIGHT
22007085,Starry Knight Balefire,spell,Normal,,,,,
58374502,Starry Knight Blast,trap,Normal,,,,,
85590798,Starry Knight Ceremony,spell,Continuous,,,,,
27036706,Starry Knight Ciel,effect,Fairy,4,,1700,800,LIGHT
86613346,Starry Knight Flamel,effect,Fairy,4,,1500,1000,LIGHT
44818,Starry Knight Orbitael,effect,Fairy,4,,400,2100,LIGHT
23220533,Starry Knight Rayel,effect,Fairy,4,,1800,700,LIGHT
58406094,Starry Knight Sky,spell,Field,,,,,
90835938,"Starry Night, Starry Dragon",effect,Dragon,7,,2500,2300,LIGHT
15306543,Stars Align Above the Shrine,spell,Field,,,,,
20417688,Stars Align across the Milky Way,trap,Normal,,,,,
15458892,Starship Spy Plane,effect,Machine,4,,1100,500,WIND
74906081,Startling Stare of the Snake-Eyes,trap,Normal,,,,,
93729065,Starving Venemy Dragon,fusion_pendulum,Dragon,7,1,2500,2000,DARK
22070401,Starving Venemy Lethal Dose Dragon,fusion_pendulum,Dragon,8,1,2800,2000,DARK
41209827,Starving Venom Fusion Dragon,fusion,Dragon,8,,2800,2000,DARK
39915560,Starving Venom Predapower Fusion Dragon,fusion,Dragon,10,,3600,2500,DARK
23626223,Statue of Anguish Pattern,trap,Continuous,,,,,
65810489,Statue of the Wicked,trap,Normal,,,,,
92854392,Staunch Defender,trap,Normal,,,,,
49964567,Staysailor Romarin,effect,Plant,4,,1600,300,LIGHT
3510565,Stealth Bird,effect,Winged Beast,3,,700,1700,DARK
94942656,Stealth Kragen Spawn,xyz,Aqua,4,,1900,1500,WATER
98049038,Stealthroid,effect,Machine,4,,1200,0,DARK
5368615,Steam Gyroid,fusion,Machine,6,,2200,1600,EARTH
23923758,Steam Knight - Hamburk,normal,Warrior,8,,2500,200,FIRE
83295594,Steam Synchron,effect,Machine,3,,600,800,WATER
9047461,Steam Token,token,Aqua,1,,100,100,WIND
44729197,Steamroid,effect,Machine,4,,1800,1800,EARTH
2396042,Steel Cavalry of Dinon,effect_pendulum,Dinosaur,4,5,1600,2600,EARTH
29172562,Steel Ogre Grotto #1,normal,Machine,5,,1400,1800,EARTH
90908427,Steel Ogre Grotto #2,normal,Machine,6,,1900,2200,EARTH
13599884,Steel Scorpion,effect,Machine,1,,250,300,EARTH
2370081,Steel Shell,spell,Equip,,,,,
32986898,Steel Star Regulator,link,Machine,3,,1000,,LIGHT
53116300,Steelswarm Caller,effect,Fiend,4,,1700,0,DARK
84488827,Steelswarm Caucastag,effect,Fiend,8,,2800,0,DARK
54338958,Steelswarm Cell,effect,Fiend,1,,0,0,DARK
26722601,Steelswarm Gatekeeper,effect,Fiend,4,,1500,1900,DARK
62729173,Steelswarm Genome,effect,Fiend,2,,1000,0,DARK
58494728,Steelswarm Girastag,effect,Fiend,7,,2600,0,DARK
94092230,Steelswarm Hercules,effect,Fiend,10,,3200,0,DARK
62007535,Steelswarm Longhorn,effect,Fiend,9,,3000,0,DARK
85505315,Steelswarm Mantis,effect,Fiend,5,,2200,0,DARK
22009013,Steelswarm Moth,effect,Fiend,6,,2400,0,DARK
61888819,Steelswarm Origin,link,Fiend,2,,2000,,LIGHT
37926346,Steelswarm Roach,xyz,Fiend,4,,1900,0,DARK
90727556,Steelswarm Scout,effect,Fiend,1,,200,0,DARK
99214782,Steelswarm Sentinel,effect,Fiend,3,,1100,0,DARK
35618486,Steelswarm Sting,effect,Fiend,4,,1850,0,DARK
99733359,Stegocyber,effect,Dinosaur,6,,1200,2400,DARK
3322931,Stellar Wind Wolfrayet,synchro,Beast,9,,2500,0,WIND
81810441,Stellarknight Alpha,spell,Equip,,,,,
9272381,Stellarknight Constellar Diamond,xyz,Wyrm,5,,2700,2000,LIGHT
56638325,Stellarknight Delteros,xyz,Warrior,4,,2500,2100,LIGHT
42589641,Stellarknight Triverr,xyz,Warrior,4,,2100,2500,LIGHT
22617205,Stellarknight Zefraxciton,effect_pendulum,Fiend,4,7,1900,0,LIGHT
41510920,Stellarnova Alpha,trap,Counter,,,,,
5026221,Stellarnova Wave,trap,Continuous,,,,,
83225447,Stim-Pack,spell,Equip,,,,,
68167124,Stinging Swordsman,effect,Warrior,1,,300,600,WIND
37364101,Stoic Challenge,spell,Equip,,,,,
54359696,Stoic of Prophecy,effect,Spellcaster,1,,300,200,WATER
63432835,Stone Armadiller,normal,Rock,3,,800,1200,EARTH
68171737,Stone Dragon,normal,Rock,7,,2000,2300,EARTH
72269672,Stone Ghost,normal,Rock,4,,1200,1000,EARTH
15023985,Stone Ogre Grotto,normal,Rock,5,,1600,1500,EARTH
31812496,Stone Statue of the Aztecs,effect,Rock,4,,300,2000,EARTH
70786111,Stonehenge,spell,Equip,,,,,
86555018,Stonehenge Methods,trap,Normal,,,,,
63102017,Stop Defense,spell,Normal,,,,,
24232799,Storagepod,fusion,Machine,6,,2500,2500,DARK
13210191,Storm,spell,Normal,,,,,
15935204,Storm Caller,effect,Psychic,6,,2300,2000,WIND
89571015,Storm Cipher,effect,Cyberse,4,,2400,0,DARK
83195035,Storm Dragon's Return,trap,Normal,,,,,
39188539,Storm Shooter,effect,Winged Beast,7,,2300,500,WIND
5650082,Storming Mirror Force,trap,Normal,,,,,
29013526,Storming Wynn,effect,Spellcaster,4,,800,1500,WIND
25173686,Straight Flush,trap,Normal,,,,,
300101002,Straight to the Grave,skill,Bonz,,,,,
50032342,Strategist of the Ice Barrier,effect,Spellcaster,4,,1600,1600,WATER
86209650,Stray Asmodian,effect,Fiend,3,,1300,1700,FIRE
60764581,Stray Lambs,spell,Normal,,,,,
20212491,Stray Purrely Street,spell,Field,,,,,
27415516,"Stream, Dragon Ruler of Droplets",effect,Dragon,4,,1600,2000,WATER
96239878,Strength in Unity,spell,Continuous,,,,,
13002461,Strength of Prophecy,effect,Spellcaster,4,,1500,1400,FIRE
41006930,Strike Ninja,effect,Warrior,4,,1700,1200,DARK
5795980,Strike of the Monarchs,spell,Quick-Play,,,,,
30643162,Strike Slash,trap,Normal,,,,,
73539069,Striker Dragon,link,Dragon,1,,1000,,DARK
74715061,Striping Partner,effect,Cyberse,4,,1200,1600,LIGHT
23770284,Strong Wind Dragon,effect,Dragon,6,,2400,1000,WIND
23535429,Stronghold Guardian,effect,Warrior,4,,0,1500,EARTH
27157727,Stronghold the Hidden Fortress,trap,Continuous,,,,,
13955608,Stronghold the Moving Fortress,trap,Continuous,,,,,
71068263,Stuffed Animal,normal,Warrior,3,,1200,900,EARTH
34646691,Stumbling,spell,Continuous,,,,,
81489939,Stygian Dirge,trap,Continuous,,,,,
50732780,Stygian Security,effect,Fiend,1,,100,600,DARK
86137485,Stygian Sergeants,synchro,Fiend,5,,2200,1800,DARK
13521194,Stygian Street Patrol,effect,Fiend,4,,1600,1200,DARK
30106950,"Suanni, Fire of the Yang Zing",effect,Wyrm,4,,1900,0,FIRE
54485355,Sublimation Knight,effect,Warrior,3,,1300,200,FIRE
87116749,Submareed Tour Ride,effect,Dinosaur,6,,2200,0,WATER
63948258,Submarine Frog,effect,Aqua,2,,1200,600,WATER
99861526,Submarineroid,effect,Machine,4,,800,1800,WATER
5014629,Submersible Carrier Aero Shark,xyz,Fish,3,,1900,1000,WATER
20663556,Substitoad,effect,Aqua,1,,100,2000,WATER
43994202,Subsurface Stage Divers,trap,Normal,,,,,
28369508,Subterror Behemoth Burrowing,trap,Normal,,,,,
95218695,Subterror Behemoth Dragossuary,effect,Zombie,6,,2400,1600,EARTH
74937659,Subterror Behemoth Fiendess,link,Wyrm,2,,2000,,EARTH
1151281,Subterror Behemoth Phospheroglacier,effect,Aqua,8,,2600,2500,EARTH
47556396,Subterror Behemoth Speleogeist,effect,Fiend,11,,3000,1400,EARTH
78202553,Subterror Behemoth Stalagmo,effect,Rock,10,,2800,2100,EARTH
65976795,Subterror Behemoth Stygokraken,effect,Sea Serpent,5,,1400,2600,EARTH
92970404,Subterror Behemoth Ultramafus,effect,Pyro,12,,3000,1800,EARTH
42713844,Subterror Behemoth Umastryx,effect,Reptile,7,,2000,2700,EARTH
21607304,Subterror Behemoth Voltelluric,effect,Thunder,9,,1900,3000,EARTH
68001309,Subterror Cave Clash,spell,Continuous,,,,,
74762582,Subterror Fiendess,effect,Spellcaster,1,,800,500,EARTH
74640994,Subterror Final Battle,trap,Normal,,,,,
16428514,Subterror Guru,effect,Dragon,4,,1600,1800,EARTH
39581190,Subterror Nemesis Archer,effect,Fairy,3,,1600,1400,EARTH
68823957,Subterror Nemesis Defender,effect,Beast-Warrior,2,,100,2000,EARTH
16719140,Subterror Nemesis Warrior,effect,Warrior,4,,1800,1200,EARTH
73575650,Subterror Succession,trap,Normal,,,,,
6859683,Success Probability 0%,trap,Normal,,,,,
69145169,Successor Soul,spell,Quick-Play,,,,,
55291359,Succubus Knight,normal,Warrior,5,,1650,1300,DARK
98434877,Suijin,effect,Aqua,7,,2500,2400,WATER
18114794,Summon Breaker,spell,Field,,,,,
55375684,Summon Cloud,spell,Continuous,,,,,
41139112,Summon Dice,spell,Normal,,,,,
29724053,Summon Gate,trap,Continuous,,,,,
23516703,Summon Limit,trap,Continuous,,,,,
48015771,Summon Over,spell,Field,,,,,
89493368,Summon Reactor SK,effect,Machine,5,,2000,1400,DARK
61665245,Summon Sorceress,link,Spellcaster,3,,2400,,DARK
71459861,Summon Storm,spell,Normal,,,,,
70781052,Summoned Skull,normal,Fiend,6,,2500,1200,DARK
423585,Summoner Monk,effect,Spellcaster,4,,800,1600,DARK
14644902,Summoner of Illusions,effect,Spellcaster,3,,800,900,LIGHT
79816536,Summoner's Art,spell,Normal,,,,,
61650133,Summoning Curse,spell,Continuous,,,,,
52838896,Summoning Swarm,spell,Normal,,,,,
39823987,Sun Dragon Inti,synchro,Dragon,8,,3000,2800,LIGHT
77432167,Sun God Unification,trap,Continuous,,,,,
54340229,Sunavalon Bloom,trap,Continuous,,,,,
7984540,Sunavalon Daphne,link,Plant,2,,0,,EARTH
39880350,Sunavalon Dryades,link,Plant,2,,0,,EARTH
65285459,Sunavalon Dryanome,link,Plant,3,,0,,EARTH
93896655,Sunavalon Dryas,link,Plant,1,,0,,EARTH
92770064,Sunavalon Dryatrentiay,link,Plant,4,,0,,EARTH
44478599,Sunavalon Melias,link,Plant,3,,0,,EARTH
10321588,Sunlight Unicorn,effect,Beast,4,,1800,1000,LIGHT
78360952,Sunlit Sentinel,effect,Warrior,6,,2300,1500,EARTH
73837870,Sunny Pixie,effect,Spellcaster,1,,300,400,LIGHT
27520594,Sunseed Genius Loci,normal,Plant,1,,0,600,EARTH
30013902,Sunseed Shadow,effect,Plant,1,,0,400,EARTH
66407907,Sunseed Twin,effect,Plant,2,,0,800,EARTH
42510430,Sunset Beat,spell,Continuous,,,,,
70473293,Sunvine Cross Breed,spell,Continuous,,,,,
28168762,Sunvine Gardna,link,Plant,1,,600,,EARTH
65563871,Sunvine Healer,link,Plant,1,,600,,EARTH
53618293,Sunvine Maiden,effect,Plant,1,,0,0,EARTH
27946124,Sunvine Shrine,spell,Continuous,,,,,
53286626,Sunvine Sowing,spell,Normal,,,,,
91557476,Sunvine Thrasher,link,Plant,1,,800,,EARTH
78552773,Supay,effect,Fiend,1,,300,100,EARTH
17315396,"Supay, Duskwalker",effect,Spellcaster,5,,2200,1900,EARTH
16780318,Super All In!,spell,Normal,,,,,
84769941,Super Anti-Kaiju War Machine Mecha-Dogoran,effect,Machine,8,,0,2000,LIGHT
29913783,Super Anti-Kaiju War Machine Mecha-Thunder-King,effect,Machine,9,,2200,2100,LIGHT
77754169,"Super Armored Robot Armed Black Iron ""C""",effect,Insect,8,,2400,2000,EARTH
85520851,Super Conductor Tyranno,effect,Dinosaur,8,,3300,1400,LIGHT
86804246,Super Crashbug,effect,Fiend,4,,0,3000,DARK
45496268,Super Defense Robot Elephan,effect,Machine,8,,1400,2500,EARTH
8091563,Super Defense Robot Lio,effect,Machine,4,,1200,1600,EARTH
71880877,Super Defense Robot Monki,effect,Machine,3,,800,1200,EARTH
26120084,Super Double Summon,spell,Quick-Play,,,,,
52481437,Super Express Bullet Train,effect,Machine,10,,3000,0,EARTH
11050415,Super Hippo Carnival,spell,Quick-Play,,,,,
29590905,Super Junior Confrontation,trap,Normal,,,,,
66171432,Super Koi Koi,spell,Normal,,,,,
48130397,Super Polymerization,spell,Quick-Play,,,,,
72332074,Super Quantal Alphan Spike,spell,Normal,,,,,
15721392,Super Quantal Alphancall Appeal,spell,Quick-Play,,,,,
58753372,Super Quantal Fairy Alphan,effect,Fairy,1,,0,0,LIGHT
11646785,Super Quantal Mech Beast Aeroboros,xyz,Machine,4,,2200,2400,WIND
85252081,Super Quantal Mech Beast Grampulse,xyz,Machine,3,,1800,2800,WATER
57450198,Super Quantal Mech Beast Lusterrex,xyz,Machine,7,,2700,1900,LIGHT
57031794,Super Quantal Mech Beast Magnaliger,xyz,Machine,5,,2600,2000,FIRE
84025439,Super Quantal Mech King Great Magnus,xyz,Machine,12,,3600,3200,LIGHT
10424147,Super Quantal Mech Ship Magnacarrier,spell,Field,,,,,
47819246,Super Quantal Mech Sword - Magnaslayer,trap,Normal,,,,,
1825445,Super Quantal Union - Magnaformation,trap,Continuous,,,,,
12369277,Super Quantum Blue Layer,effect,Psychic,3,,1200,2000,WATER
85374678,Super Quantum Green Layer,effect,Spellcaster,4,,1600,1400,WIND
59975920,Super Quantum Red Layer,effect,Warrior,5,,2000,800,FIRE
73422829,Super Quantum White Layer,effect,Fairy,7,,2400,2400,LIGHT
27770341,Super Rejuvenation,spell,Quick-Play,,,,,
75923050,Super Robolady,fusion,Machine,6,,1200,500,EARTH
1412158,Super Roboyarou,fusion,Machine,6,,1200,500,EARTH
48422921,Super Rush Headlong,spell,Quick-Play,,,,,
32854013,Super Rush Recklessly,trap,Normal,,,,,
28529976,Super Solar Nutrient,spell,Continuous,,,,,
73694478,Super Soldier Rebirth,trap,Normal,,,,,
14094090,Super Soldier Ritual,spell,Ritual,,,,,
799183,Super Soldier Shield,trap,Counter,,,,,
79234734,Super Soldier Soul,effect,Warrior,1,,0,0,EARTH
45948430,Super Soldier Synthesis,spell,Ritual,,,,,
93039339,Super Starslayer TY-PHON - Sky Crisis,xyz,Fiend,12,,2900,2900,DARK
81193865,Super Strident Blaze,spell,Equip,,,,,
8608979,Super Team Buddy Force Unite!,trap,Normal,,,,,
17745969,Super Vehicroid - Mobile Base,fusion,Machine,10,,0,5000,EARTH
3897065,Super Vehicroid - Stealth Union,fusion,Machine,9,,3600,3000,EARTH
36256625,Super Vehicroid Jumbo Drill,fusion,Machine,8,,3000,2000,EARTH
33951077,Super War-Lion,ritual,Beast,7,,2300,2100,EARTH
6849042,Super-Ancient Dinobeast,effect,Dinosaur,8,,2700,1400,EARTH
20529766,Super-Electromagnetic Voltech Dragon,effect,Thunder,5,,2400,1000,LIGHT
5220687,Super-Nimble Mega Hamster,effect,Beast,4,,1100,1800,EARTH
64463828,Superalloy Beast Raptinus,fusion,Dragon,8,,2200,2200,LIGHT
88307361,Superancient Deepsea King Coelacanth,effect,Fish,7,,2800,2200,WATER
97705809,Supercharge,trap,Normal,,,,,
66523544,Superdimensional Robot Galaxy Destroyer,xyz,Machine,10,,5000,2000,LIGHT
56910167,Superdreadnought Rail Cannon Gustav Max,xyz,Machine,10,,3000,3000,EARTH
26096328,Superdreadnought Rail Cannon Juggernaut Liebe,xyz,Machine,11,,4000,4000,EARTH
9402966,Superheavy Samurai Battleball,effect,Machine,2,,100,800,DARK
85528209,Superheavy Samurai Beast Kyubi,synchro,Machine,9,,1900,2500,EARTH
3117804,Superheavy Samurai Big Benkei,effect,Machine,8,,1000,3500,EARTH
36523152,Superheavy Samurai Big Waraji,effect,Machine,5,,800,1800,EARTH
7864030,Superheavy Samurai Blowtorch,effect,Machine,1,,500,300,EARTH
41628550,Superheavy Samurai Blue Brawler,effect,Machine,4,,0,2000,EARTH
64193046,Superheavy Samurai Brave Masurawo,synchro,Machine,12,,2100,4000,EARTH
90587641,Superheavy Samurai Commander Shanawo,synchro_pendulum,Machine,8,1,2000,2500,DARK
87535691,Superheavy Samurai Drum,effect,Machine,1,,300,300,EARTH
71386411,Superheavy Samurai Fist,effect,Machine,2,,900,900,EARTH
27978707,Superheavy Samurai Flutist,effect,Machine,3,,500,1000,EARTH
78274190,Superheavy Samurai General Coral,effect_pendulum,Machine,1,8,300,500,EARTH
42880485,Superheavy Samurai General Jade,effect_pendulum,Machine,8,1,1800,2800,EARTH
62017867,Superheavy Samurai Gigagloves,effect,Machine,3,,100,1000,EARTH
44891812,Superheavy Samurai Helper,effect,Machine,1,,0,0,EARTH
41307269,Superheavy Samurai Kabuto,effect,Machine,4,,1000,2000,EARTH
89091772,Superheavy Samurai Magnet,effect,Machine,4,,900,1900,EARTH
19510093,Superheavy Samurai Monk Big Benkei,effect_pendulum,Machine,8,1,1000,3500,EARTH
83334932,Superheavy Samurai Motorbike,effect,Machine,2,,800,1200,EARTH
76471944,Superheavy Samurai Ninja Sarutobi,synchro,Machine,8,,2000,2800,EARTH
36953371,Superheavy Samurai Ogre Shutendoji,synchro,Machine,6,,500,2500,EARTH
15495787,Superheavy Samurai Prepped Defense,effect,Machine,3,,100,2100,EARTH
82112494,Superheavy Samurai Prodigy Wakaushi,effect_pendulum,Machine,4,8,1000,1500,DARK
78391364,Superheavy Samurai Scales,effect,Machine,4,,800,1800,EARTH
33918636,Superheavy Samurai Scarecrow,link,Machine,1,,0,,EARTH
5182107,Superheavy Samurai Security,effect,Machine,4,,500,1500,EARTH
3064425,Superheavy Samurai Soulbang Cannon,effect,Machine,3,,1000,1000,EARTH
