Id,Value.number,Value.name,Value.CardFrame,Value.CardType,Value.Level,Value.Scale,Value.Attack,Value.Defense,Value.Attribute
10214,52843699,"Simorgh Bird of Perfection",effect,Winged Beast,4,-1,0,0,DARK
10215,59707204,"Simorgh Bird of Protection",effect,Winged Beast,4,-1,0,0,WIND
10216,72330894,"Simorgh Bird of Sovereignty",link,Winged Beast,3,-1,0,0,WIND
10217,95192919,"Simorgh Lord of the Storm",effect,Winged Beast,8,-1,0,0,WIND
10218,94423983,Simul Archfiends,trap,Normal,0,-1,0,0,
10219,25096909,Simultaneous Equation Cannons,trap,Normal,0,-1,0,0,
10220,92219931,Simultaneous Loss,trap,Normal,0,-1,0,0,
10221,38511382,Sinful Spoils of Betrayal - Silvera,trap,Normal,0,-1,0,0,
10222,16240772,Sinful Spoils of Doom - Rciela,spell,Quick-Play,0,-1,0,0,
10223,53329234,Sinful Spoils of Slumber - Morrian,trap,Normal,0,-1,0,0,
10224,24081957,Sinful Spoils of Subversion - Snake-Eye,spell,Normal,0,-1,0,0,
10225,67457739,Sinful Spoils Struggle,spell,Quick-Play,0,-1,0,0,
10226,26334139,Sinful Spoils Subdual,trap,Normal,0,-1,0,0,
10227,68661341,Single Purchase,spell,Normal,0,-1,0,0,
10228,60406592,Sinister Seed Token,token,Plant,1,-1,0,0,DARK
10229,60406591,Sinister Seeds,trap,Normal,0,-1,0,0,
10230,8131171,Sinister Serpent,effect,Reptile,1,-1,0,0,WATER
10231,77505534,Sinister Shadow Games,trap,Normal,0,-1,0,0,
10232,61632317,Sinister Sprocket,effect,Fiend,1,-1,0,0,DARK
10233,72497366,Sinister Yorishiro,trap,Continuous,0,-1,0,0,
10234,70391589,Siphon Token,token,Spellcaster,1,-1,0,0,DARK
10235,50074392,Sirenorca,effect,Winged Beast,5,-1,0,0,WATER
10236,57019473,Sishunder,effect,Thunder,4,-1,0,0,LIGHT
10237,72345736,Six Samurai United,spell,Continuous,0,-1,0,0,
10238,54913680,Six Scrolls of the Samurai,spell,Quick-Play,0,-1,0,0,
10239,23212990,Six Strike - Thunder Blast,trap,Normal,0,-1,0,0,
10240,81426505,Six Strike - Triple Impact,spell,Normal,0,-1,0,0,
10241,75525309,Six Style - Dual Wield,trap,Normal,0,-1,0,0,
10242,3280747,Sixth Sense,trap,Normal,0,-1,0,0,
10243,60694662,Skelengel,effect,Fairy,2,-1,0,0,LIGHT
10244,89362180,Skelesaurus,effect,Zombie,4,-1,0,0,DARK
10245,65187687,Skeletal Dragon Felgrand,synchro,Zombie,8,-1,0,0,LIGHT
10246,32355828,Skelgon,fusion,Zombie,6,-1,0,0,DARK
10247,82732705,Skill Drain,trap,Continuous,0,-1,0,0,
10248,63227401,Skill Prisoner,trap,Normal,0,-1,0,0,
10249,73729209,Skill Successor,trap,Normal,0,-1,0,0,
10250,88901771,Skilled Blue Magician,effect,Spellcaster,4,-1,0,0,LIGHT
10251,88232397,Skilled Brown Magician,effect,Spellcaster,4,-1,0,0,DARK
10252,73752131,Skilled Dark Magician,effect,Spellcaster,4,-1,0,0,DARK
10253,65338781,Skilled Red Magician,effect,Spellcaster,4,-1,0,0,DARK
10254,46363422,Skilled White Magician,effect,Spellcaster,4,-1,0,0,LIGHT
10255,27655513,Skreech,effect,Reptile,4,-1,0,0,WATER
10256,61370518,Skull Archfiend of Lightning,effect,Fiend,6,-1,0,0,DARK
10257,62782218,Skull Conductor,effect,Zombie,4,-1,0,0,DARK
10258,126218,Skull Dice,trap,Normal,0,-1,0,0,
10259,86652646,Skull Dog Marron,normal,Beast,4,-1,0,0,EARTH
10260,99899504,Skull Flame,effect,Zombie,8,-1,0,0,FIRE
10261,3627449,Skull Guardian,ritual,Warrior,7,-1,0,0,LIGHT
10262,10774240,"Skull Guardian Protector of the Voiceless Voice",ritual,Warrior,7,-1,0,0,LIGHT
10263,98139712,Skull Invitation,trap,Continuous,0,-1,0,0,
10264,2504891,Skull Knight,fusion,Spellcaster,7,-1,0,0,DARK
10265,15653824,Skull Knight #2,effect,Fiend,3,-1,0,0,DARK
10266,98649372,Skull Kraken,effect,Aqua,3,-1,0,0,DARK
10267,6733059,Skull Lair,trap,Continuous,0,-1,0,0,
10268,5265750,Skull Mariner,normal,Warrior,4,-1,0,0,WATER
10269,67750322,Skull Meister,effect,Fiend,4,-1,0,0,DARK
10270,10202894,Skull Red Bird,normal,Winged Beast,4,-1,0,0,WIND
10271,32274490,Skull Servant,normal,Zombie,1,-1,0,0,DARK
10272,54844990,Skull Stalker,normal,Warrior,3,-1,0,0,DARK
10273,64306248,Skull-Mark Ladybug,effect,Insect,4,-1,0,0,EARTH
10274,8327462,Skullbird,fusion,Winged Beast,6,-1,0,0,WIND
10275,36776089,Sky Cavalry Centaurea,xyz,Beast-Warrior,2,-1,0,0,LIGHT
10276,95288024,Sky Dragon,normal,Dragon,6,-1,0,0,WIND
10277,68182934,Sky Dragoons of Draconia,normal_pendulum,Winged Beast,5,7,0,0,WIND
10278,2519690,Sky Galloping Gaia the Dragon Champion,fusion,Dragon,7,-1,0,0,WIND
10279,27813661,Sky Iris,spell,Field,0,-1,0,0,
10280,15792576,Sky Scourge Cidhels,effect,Fiend,6,-1,0,0,EARTH
10281,11458071,Sky Scourge Enrise,effect,Fairy,8,-1,0,0,LIGHT
10282,74841885,Sky Scourge Invicil,effect,Fairy,6,-1,0,0,EARTH
10283,48453776,Sky Scourge Norleras,effect,Fiend,8,-1,0,0,DARK
10284,30532390,Sky Scout,normal,Winged Beast,4,-1,0,0,WIND
10285,98462037,Sky Striker Ace - Azalea,link,Machine,2,-1,0,0,DARK
10286,56741506,Sky Striker Ace - Azalea Temperance,link,Machine,3,-1,0,0,DARK
10287,63013339,Sky Striker Ace - Camellia,link,Machine,2,-1,0,0,DARK
10288,8491308,Sky Striker Ace - Hayate,link,Machine,1,-1,0,0,WIND
10289,63288573,Sky Striker Ace - Kagari,link,Machine,1,-1,0,0,FIRE
10290,12421694,Sky Striker Ace - Kaina,link,Machine,1,-1,0,0,EARTH
10291,26077387,Sky Striker Ace - Raye,effect,Warrior,4,-1,0,0,DARK
10292,37351133,Sky Striker Ace - Roze,effect,Warrior,4,-1,0,0,LIGHT
10293,90673288,Sky Striker Ace - Shizuku,link,Machine,1,-1,0,0,WATER
10294,75147529,Sky Striker Ace - Zeke,link,Machine,2,-1,0,0,DARK
10295,52340445,Sky Striker Ace Token,token,Warrior,1,-1,0,0,DARK
10296,50005218,Sky Striker Airspace - Area Zero,spell,Field,0,-1,0,0,
10297,99550630,Sky Striker Maneuver - Afterburners!,spell,Normal,0,-1,0,0,
10298,25955749,Sky Striker Maneuver - Jamming Waves!,spell,Normal,0,-1,0,0,
10299,46271408,Sky Striker Maneuver - Scissors Cross,spell,Normal,0,-1,0,0,
10300,21623008,Sky Striker Maneuver - Vector Blast,spell,Normal,0,-1,0,0,
10301,25733157,Sky Striker Mecha - Eagle Booster,spell,Quick-Play,0,-1,0,0,
10302,52340444,Sky Striker Mecha - Hornet Drones,spell,Quick-Play,0,-1,0,0,
10303,51227866,Sky Striker Mecha - Shark Cannon,spell,Quick-Play,0,-1,0,0,
10304,98338152,Sky Striker Mecha - Widow Anchor,spell,Quick-Play,0,-1,0,0,
10305,24010609,Sky Striker Mecha Modules - Multirole,spell,Continuous,0,-1,0,0,
10306,97616504,Sky Striker Mecharmory - Hercules Base,spell,Normal,0,-1,0,0,
10307,63166095,Sky Striker Mobilize - Engage!,spell,Normal,0,-1,0,0,
10308,9726840,Sky Striker Mobilize - Linkage!,spell,Quick-Play,0,-1,0,0,
10309,12958920,Skyblaster Token,token,Fiend,4,-1,0,0,DARK
10310,40522482,Skydive Scorcher,spell,Normal,0,-1,0,0,
10311,3814632,Skypalace Gangaridai,xyz,Machine,10,-1,0,0,WIND
10312,63035430,Skyscraper,spell,Field,0,-1,0,0,
10313,47596607,Skyscraper 2 - Hero City,spell,Field,0,-1,0,0,
10314,47349310,Skystarray,effect,Sea Serpent,3,-1,0,0,WIND
10315,58058134,Slacker Magician,xyz,Spellcaster,1,-1,0,0,LIGHT
10316,71344451,Slash Draw,spell,Normal,0,-1,0,0,
10317,78636495,Slate Warrior,effect,Fiend,4,-1,0,0,WIND
10318,40200834,Sleeping Lion,normal,Beast,4,-1,0,0,EARTH
10319,74659582,Sleipnir the Runick Mane,fusion,Beast,9,-1,0,0,LIGHT
10320,10000020,Slifer the Sky Dragon,effect,Divine-Beast,10,-1,0,0,DIVINE
10321,68638985,Slime Toad,normal,Aqua,2,-1,0,0,WATER
10322,21770261,Slime Token,token,Aqua,1,-1,0,0,WATER
10323,72885174,Slip of Fortune,trap,Normal,0,-1,0,0,
10324,94484482,Slip Summon,trap,Normal,0,-1,0,0,
10325,3797883,Slot Machine,normal,Machine,7,-1,0,0,DARK
10326,10505300,Slower Swallow,effect,Winged Beast,1,-1,0,0,WIND
10327,84650463,Slushy,effect,Aqua,2,-1,0,0,WATER
10328,22754505,Small Piece Golem,effect,Rock,3,-1,0,0,EARTH
10329,300302052,Small Roid Big City,skill,Syrus Truesda,0,-1,0,0,
10330,15967552,Small Scuffle,trap,Normal,0,-1,0,0,
10331,89558743,Small World,spell,Normal,0,-1,0,0,
10332,97169186,Smashing Ground,spell,Normal,0,-1,0,0,
10333,93396832,Smashing Horn,trap,Counter,0,-1,0,0,
10334,47870325,Smile Action,spell,Field,0,-1,0,0,
10335,16720314,Smile Potion,trap,Normal,0,-1,0,0,
10336,35259350,Smile Universe,spell,Quick-Play,0,-1,0,0,
10337,2099841,Smile World,spell,Normal,0,-1,0,0,
10338,63789924,Smoke Grenade of the Thief,spell,Equip,0,-1,0,0,
10339,28427869,Smoke Mosquito,effect,Insect,1,-1,0,0,DARK
10340,80678380,Snake Deity's Command,trap,Counter,0,-1,0,0,
10341,596051,Snake Fang,trap,Normal,0,-1,0,0,
10342,17189677,Snake Rain,spell,Normal,0,-1,0,0,
10343,81791932,Snake Whistle,trap,Normal,0,-1,0,0,
10344,9674034,Snake-Eye Ash,effect,Pyro,1,-1,0,0,FIRE
10345,12058741,Snake-Eye Birch,effect,Pyro,1,-1,0,0,FIRE
10346,45663742,Snake-Eye Oak,effect,Pyro,1,-1,0,0,FIRE
10347,27260347,Snake-Eyes Diabellstar,effect,Spellcaster,8,-1,0,0,FIRE
10348,48452496,Snake-Eyes Flamberge Dragon,effect,Dragon,8,-1,0,0,FIRE
10349,90241276,Snake-Eyes Poplar,effect,Pyro,1,-1,0,0,FIRE
10350,29802344,Snakeyashi,normal,Plant,4,-1,0,0,EARTH
10351,75673220,Snapdragon,effect,Plant,2,-1,0,0,EARTH
10352,45986603,Snatch Steal,spell,Equip,0,-1,0,0,
10353,25137581,"Sneaky ""C""",effect,Insect,7,-1,0,0,EARTH
10354,27877771,Sniffer Dragon,effect,Dragon,2,-1,0,0,DARK
10355,84290642,Snipe Hunter,effect,Fiend,4,-1,0,0,DARK
10356,39522887,"Snopios Shade of the Ghoti",effect,Fish,6,-1,0,0,WATER
10357,3070049,Snow Dragon,effect,Dragon,4,-1,0,0,WATER
10358,24731453,Snow Plow Hustle Rustle,effect,Machine,10,-1,0,0,EARTH
10359,33491462,Snowdrop the Rikka Fairy,effect,Plant,8,-1,0,0,WATER
10360,67675300,Snowdust Dragon,effect,Dragon,8,-1,0,0,WATER
10361,73659078,Snowdust Giant,xyz,Beast-Warrior,4,-1,0,0,WATER
10362,15893860,Snowman Creator,effect,Machine,4,-1,0,0,WATER
10363,91133740,Snowman Eater,effect,Aqua,3,-1,0,0,WATER
10364,62370023,Snowman Effect,trap,Normal,0,-1,0,0,
10365,60228941,"Snoww Unlight of Dark World",effect,Fiend,4,-1,0,0,DARK
10366,35448319,Snyffus,effect,Beast,1,-1,0,0,EARTH
10367,26381750,Soaring Eagle Above the Searing Land,effect,Winged Beast,1,-1,0,0,FIRE
10368,86318356,Sogen,spell,Field,0,-1,0,0,
10369,60246171,Soitsu,normal,Fairy,3,-1,0,0,WIND
10370,19739265,Sol and Luna,spell,Quick-Play,0,-1,0,0,
10371,45985838,Solar Flare Dragon,effect,Pyro,4,-1,0,0,FIRE
10372,44472639,Solar Ray,trap,Normal,0,-1,0,0,
10373,691925,Solar Recharge,spell,Normal,0,-1,0,0,
10374,33911264,Solar Wind Jammer,effect,Machine,5,-1,0,0,LIGHT
10375,7805147,Soldier Dragons,effect,Dragon,2,-1,0,0,EARTH
10376,33318980,Soldier Gaia the Fierce Knight,effect,Warrior,8,-1,0,0,DARK
10377,16308000,Solemn Authority,trap,Continuous,0,-1,0,0,
10378,41420027,Solemn Judgment,trap,Counter,0,-1,0,0,
10379,92512625,Solemn Scolding,trap,Counter,0,-1,0,0,
10380,40605147,Solemn Strike,trap,Counter,0,-1,0,0,
10381,84749824,Solemn Warning,trap,Counter,0,-1,0,0,
10382,35346968,Solemn Wishes,trap,Continuous,0,-1,0,0,
10383,27870337,Solfachord Elegance,spell,Normal,0,-1,0,0,
10384,92043888,Solfachord Formal,trap,Counter,0,-1,0,0,
10385,29650040,Solfachord Harmonia,spell,Field,0,-1,0,0,
10386,56058749,Solfachord Musica,trap,Normal,0,-1,0,0,
10387,53265336,Solfachord Scale,spell,Normal,0,-1,0,0,
10388,56510115,Solfachord Symphony,spell,Quick-Play,0,-1,0,0,
10389,86780027,Solidarity,spell,Continuous,0,-1,0,0,
10390,28966434,Solitaire Magician,effect,Spellcaster,4,-1,0,0,LIGHT
10391,93377803,Solitary Sword of Poison,spell,Equip,0,-1,0,0,
10392,84794011,Solitude,normal,Beast-Warrior,3,-1,0,0,EARTH
10393,14763299,Solo the Melodious Songstress,effect,Fairy,4,-1,0,0,LIGHT
10394,23471572,Solomon's Lawbook,trap,Normal,0,-1,0,0,
10395,91598270,SolSolfachord Gracia,effect_pendulum,Fairy,5,4,0,0,WATER
10396,38406364,Some Summer Summoner,link,Thunder,2,-1,0,0,LIGHT
10397,76990617,Sonata the Melodious Diva,effect,Fairy,3,-1,0,0,LIGHT
10398,57617178,Sonic Bird,effect,Winged Beast,4,-1,0,0,WIND
10399,93211810,Sonic Boom,trap,Normal,0,-1,0,0,
10400,36472900,Sonic Chick,effect,Winged Beast,1,-1,0,0,EARTH
10401,84696266,Sonic Duck,normal,Winged Beast,3,-1,0,0,WIND
10402,84550200,Sonic Jammer,effect,Machine,2,-1,0,0,WIND
10403,38942059,Sonic Maid,normal,Warrior,3,-1,0,0,EARTH
10404,40384720,Sonic Shooter,effect,Winged Beast,4,-1,0,0,WIND
10405,93138457,Sonic Stun,trap,Normal,0,-1,0,0,
10406,17888577,Sonic Tracker,spell,Ritual,0,-1,0,0,
10407,17932494,Sonic Warrior,effect,Warrior,2,-1,0,0,WIND
10408,4335427,"Sophia Goddess of Rebirth",effect,Fairy,11,-1,0,0,DARK
10409,62895219,Soprano the Melodious Songstress,effect,Fairy,4,-1,0,0,LIGHT
10410,88619463,Sorcerer of Dark Magic,effect,Spellcaster,9,-1,0,0,DARK
10411,39767432,Sorcerer of Sebek,link,Aqua,2,-1,0,0,WATER
10412,49218300,Sorcerer of the Doomed,normal,Spellcaster,4,-1,0,0,DARK
10413,81231742,Sorcerous Spell Wall,spell,Field,0,-1,0,0,
10414,36405256,Sorciere de Fleur,effect,Spellcaster,8,-1,0,0,DARK
10415,68073522,Soul Absorption,spell,Continuous,0,-1,0,0,
10416,6909330,Soul Binding Gate,spell,Field,0,-1,0,0,
10417,54447022,Soul Charge,spell,Normal,0,-1,0,0,
10418,5253985,Soul Crossing,spell,Quick-Play,0,-1,0,0,
10419,76297408,Soul Demolition,trap,Continuous,0,-1,0,0,
10420,51670553,Soul Devouring Bamboo Sword,spell,Continuous,0,-1,0,0,
10421,73599290,Soul Drain,trap,Continuous,0,-1,0,0,
10422,55735315,Soul Drain Dragon,effect,Dragon,8,-1,0,0,LIGHT
10423,79339613,Soul Energy MAX!!!,trap,Normal,0,-1,0,0,
10424,68005187,Soul Exchange,spell,Normal,0,-1,0,0,
10425,72869010,Soul Hunter,fusion,Fiend,6,-1,0,0,DARK
10426,87844926,Soul Levy,trap,Continuous,0,-1,0,0,
10427,95026693,Soul of Fire,spell,Normal,0,-1,0,0,
10428,77527210,Soul of Purity and Light,effect,Fairy,6,-1,0,0,LIGHT
10429,91895091,Soul of Silvermountain,xyz,Rock,3,-1,0,0,EARTH
10430,47852924,Soul of the Pure,spell,Normal,0,-1,0,0,
10431,76840111,Soul of the Supreme Celestial King,trap,Normal,0,-1,0,0,
10432,92428405,Soul of the Supreme King,trap,Normal,0,-1,0,0,
10433,34884015,Soul Pendulum,spell,Continuous,0,-1,0,0,
10434,5758500,Soul Release,spell,Normal,0,-1,0,0,
10435,62991792,Soul Resonator,effect,Fiend,3,-1,0,0,FIRE
10436,92924317,Soul Resurrection,trap,Continuous,0,-1,0,0,
10437,78864369,Soul Reversal,spell,Quick-Play,0,-1,0,0,
10438,37383714,Soul Rope,trap,Normal,0,-1,0,0,
10439,12061457,Soul Scissors,effect,Fiend,2,-1,0,0,DARK
10440,23020408,Soul Servant,spell,Quick-Play,0,-1,0,0,
10441,36376145,Soul Strike,trap,Normal,0,-1,0,0,
10442,81510157,Soul Taker,spell,Normal,0,-1,0,0,
10443,15734813,Soul Tiger,normal,Beast,4,-1,0,0,EARTH
10444,82324106,Soul Token,token,Fiend,1,-1,0,0,DARK
10445,88197162,Soul Transition,trap,Normal,0,-1,0,0,
10446,90506641,Soul Unseal,spell,Normal,0,-1,0,0,
10447,63012333,Soul-Absorbing Bone Tower,effect,Zombie,3,-1,0,0,DARK
10448,31242786,Souleater,normal,Fish,4,-1,0,0,EARTH
10449,44335251,Souleating Oviraptor,effect,Dinosaur,4,-1,0,0,DARK
10450,4920010,Souls of the Forgotten,normal,Fiend,2,-1,0,0,DARK
10451,81665333,Sound the Retreat!,trap,Normal,0,-1,0,0,
10452,42314669,Soundproofed,spell,Normal,0,-1,0,0,
10453,65107325,Sour Scheduling - Red Vinegar Vamoose,trap,Continuous,0,-1,0,0,
10454,69176131,Space Cyclone,spell,Quick-Play,0,-1,0,0,
10455,92092092,Space Dragster,trap,Continuous,0,-1,0,0,
10456,1539051,Space Gift,spell,Normal,0,-1,0,0,
10457,4914353,Space Insulator,link,Cyberse,2,-1,0,0,DARK
10458,36119641,Space Mambo,normal,Fish,4,-1,0,0,WATER
10459,47126872,Space-Time Police,effect,Psychic,5,-1,0,0,WIND
10460,97151365,Spacegate,trap,Continuous,0,-1,0,0,
10461,39041729,Spacetime Transcendence,spell,Normal,0,-1,0,0,
10462,97362768,Spark Blaster,spell,Equip,0,-1,0,0,
10463,76103675,Sparks,spell,Normal,0,-1,0,0,
10464,20644748,Spatial Collapse,trap,Continuous,0,-1,0,0,
10465,39984786,Spawn Alligator,effect,Reptile,5,-1,0,0,WATER
10466,44308317,Speaker for the Ice Barriers,effect,Spellcaster,4,-1,0,0,WATER
10467,58551308,Spear Cretin,effect,Fiend,2,-1,0,0,DARK
10468,31553716,Spear Dragon,effect,Dragon,4,-1,0,0,WIND
10469,70655556,Spear Shark,effect,Fish,4,-1,0,0,WATER
10470,84569017,Spearfish Soldier,effect,Sea Serpent,4,-1,0,0,WIND
10471,62156277,Spearhead of the Ashened City,effect,Pyro,4,-1,0,0,DARK
10472,42598242,Special Hurricane,spell,Normal,0,-1,0,0,
10473,97520701,Special Schedule,spell,Normal,0,-1,0,0,
10474,12292422,Specimen Inspection,spell,Normal,0,-1,0,0,
10475,86174055,Speed Bird,effect,Winged Beast,4,-1,0,0,WIND
10476,88204302,Speed Recovery,spell,Normal,0,-1,0,0,
10477,9365703,Speed Warrior,effect,Warrior,2,-1,0,0,WIND
10478,12950294,Speedburst Dragon,effect,Dragon,6,-1,0,0,DARK
10479,36730805,Speedlift,spell,Quick-Play,0,-1,0,0,
10480,69550259,Speedroid Block-n-Roll,effect,Machine,4,-1,0,0,WIND
10481,96945958,Speedroid CarTurbo,effect,Machine,3,-1,0,0,WIND
10482,59640711,Speedroid Den-Den Daiko Duke,effect,Machine,3,-1,0,0,WIND
10483,28151978,Speedroid Dominobutterfly,effect_pendulum,Machine,2,8,0,0,WIND
10484,53054833,Speedroid Double Yoyo,effect,Machine,4,-1,0,0,WIND
10485,58543073,Speedroid Dupligate,trap,Normal,0,-1,0,0,
10486,50482813,Speedroid Fuki-Modoshi Piper,effect,Machine,4,-1,0,0,WIND
10487,70939418,Speedroid Gum Prize,effect,Machine,1,-1,0,0,WIND
10488,23792058,Speedroid Hexasaucer,effect_pendulum,Machine,4,6,0,0,WIND
10489,17328157,Speedroid Horse Stilts,effect,Machine,4,-1,0,0,WIND
10490,62899696,Speedroid Maliciousmagnet,effect,Machine,1,-1,0,0,WIND
10491,96708940,Speedroid Marble Machine,effect_pendulum,Machine,2,1,0,0,WIND
10492,16947147,Speedroid Menko,effect,Machine,4,-1,0,0,WIND
10493,89326990,Speedroid Ohajikid,effect,Machine,3,-1,0,0,WIND
10494,85034450,Speedroid Pachingo-Kart,effect,Machine,4,-1,0,0,WIND
10495,26420373,Speedroid Passinglider,effect_pendulum,Machine,5,3,0,0,WIND
10496,80559548,Speedroid Razorang,effect,Machine,4,-1,0,0,WIND
10497,16725505,Speedroid Red-Eyed Dice,effect,Machine,1,-1,0,0,WIND
10498,8284390,Speedroid Rubberband Plane,effect,Machine,5,-1,0,0,WIND
10499,29114773,Speedroid Scratch,spell,Normal,0,-1,0,0,
10500,35494087,Speedroid Skull Marbles,effect,Machine,7,-1,0,0,WIND
10501,53932291,Speedroid Taketomborg,effect,Machine,3,-1,0,0,WIND
10502,81275020,Speedroid Terrortop,effect,Machine,3,-1,0,0,WIND
10503,27660735,Speedroid Tri-Eyed Dice,effect,Machine,3,-1,0,0,WIND
10504,86976918,Speedroid Ultra Hound,effect,Machine,3,-1,0,0,WIND
10505,12148078,Speedroid Wheel,spell,Quick-Play,0,-1,0,0,
10506,51481927,Spell Absorption,spell,Continuous,0,-1,0,0,
10507,41160595,Spell Calling,spell,Normal,0,-1,0,0,
10508,84636823,Spell Canceller,effect,Machine,5,-1,0,0,WIND
10509,28958464,"Spell Card: ""Monster Reborn""",spell,Quick-Play,0,-1,0,0,
10510,15735108,"Spell Card: ""Soul Exchange""",spell,Normal,0,-1,0,0,
10511,74402414,Spell Chronicle,spell,Continuous,0,-1,0,0,
10512,4259068,Spell Economics,spell,Continuous,0,-1,0,0,
10513,313513,Spell Gear,spell,Normal,0,-1,0,0,
10514,300302018,Spell of Mask,skill,Lumis Umbra,0,-1,0,0,
10515,300302053,Spell of Mask (Skill Card),skill,Lumis and Umb,0,-1,0,0,
10516,76714458,Spell of Pain,spell,Quick-Play,0,-1,0,0,
10517,75014062,Spell Power Grasp,spell,Normal,0,-1,0,0,
10518,38943357,Spell Power Mastery,spell,Normal,0,-1,0,0,
10519,300103002,Spell Proof Armor,skill,Keith,0,-1,0,0,
10520,1669772,Spell Purification,trap,Normal,0,-1,0,0,
10521,15175429,Spell Reactor RE,effect,Machine,3,-1,0,0,DARK
10522,76137276,Spell Reclamation,trap,Normal,0,-1,0,0,
10523,45118716,Spell Recycler,effect,Spellcaster,1,-1,0,0,DARK
10524,29228529,Spell Reproduction,spell,Normal,0,-1,0,0,
10525,93260132,Spell Shattering Arrow,spell,Quick-Play,0,-1,0,0,
10526,38275183,Spell Shield Type-8,trap,Counter,0,-1,0,0,
10527,93966624,Spell Strider,effect,Warrior,4,-1,0,0,EARTH
10528,93187568,Spell Striker,effect,Warrior,3,-1,0,0,EARTH
10529,29735721,Spell Vanishing,trap,Counter,0,-1,0,0,
10530,84117021,Spell Wall,spell,Normal,0,-1,0,0,
10531,10069180,Spell-Stopping Statute,trap,Counter,0,-1,0,0,
10532,18807109,Spellbinding Circle,trap,Continuous,0,-1,0,0,
10533,40230018,Spellbook Library of the Crescent,spell,Normal,0,-1,0,0,
10534,20822520,Spellbook Library of the Heliosphere,spell,Normal,0,-1,0,0,
10535,14824019,Spellbook Magician of Prophecy,effect,Spellcaster,2,-1,0,0,WATER
10536,61592395,Spellbook of Eternity,spell,Normal,0,-1,0,0,
10537,97997309,Spellbook of Fate,spell,Quick-Play,0,-1,0,0,
10538,46448938,Spellbook of Judgment,spell,Quick-Play,0,-1,0,0,
10539,23314220,Spellbook of Knowledge,spell,Normal,0,-1,0,0,
10540,52628687,Spellbook of Life,spell,Equip,0,-1,0,0,
10541,43841694,Spellbook of Miracles,spell,Normal,0,-1,0,0,
10542,25123082,Spellbook of Power,spell,Normal,0,-1,0,0,
10543,89739383,Spellbook of Secrets,spell,Normal,0,-1,0,0,
10544,56981417,Spellbook of the Master,spell,Normal,0,-1,0,0,
10545,88616795,Spellbook of Wisdom,spell,Quick-Play,0,-1,0,0,
10546,96677818,Spellbook Organization,spell,Quick-Play,0,-1,0,0,
10547,56321639,Spellbook Star Hall,spell,Continuous,0,-1,0,0,
10548,3259760,Spellbound,spell,Quick-Play,0,-1,0,0,
10549,73061465,Spellbreaker of the Ice Barrier,effect,Spellcaster,4,-1,0,0,WATER
10550,20630765,Spellstone Sorcerer Karood,effect,Spellcaster,3,-1,0,0,LIGHT
10551,33245030,Sphere Kuriboh,effect,Fiend,1,-1,0,0,DARK
10552,82693042,Sphere of Chaos,effect,Machine,5,-1,0,0,DARK
10553,52121290,Spherous Lady,normal,Rock,3,-1,0,0,EARTH
10554,51402177,Sphinx Teleia,effect,Beast,10,-1,0,0,LIGHT
10555,56051648,Spider Egg,trap,Normal,0,-1,0,0,
10556,56051649,Spider Token,token,Insect,1,-1,0,0,EARTH
10557,69408987,Spider Web,spell,Field,0,-1,0,0,
10558,26640671,Spiders' Lair,spell,Continuous,0,-1,0,0,
10559,85326399,Spike Seadra,normal,Sea Serpent,5,-1,0,0,WATER
10560,87511987,Spikebot,normal,Machine,5,-1,0,0,DARK
10561,98075147,Spiked Snail,normal,Insect,3,-1,0,0,DARK
10562,6691855,Spikeshield with Chain,trap,Normal,0,-1,0,0,
10563,22866836,Spin Turn,trap,Normal,0,-1,0,0,
10564,42463414,Spined Gillman,effect,Sea Serpent,3,-1,0,0,WATER
10565,44689689,Spinos Token,token,Dinosaur,1,-1,0,0,FIRE
10566,29477860,Spiral Discharge,trap,Continuous,0,-1,0,0,
10567,82768499,Spiral Flame Strike,spell,Normal,0,-1,0,0,
10568,38590361,Spiral Fusion,spell,Normal,0,-1,0,0,
10569,56461575,Spiral Reborn,trap,Normal,0,-1,0,0,
10570,32626733,Spiral Serpent,normal,Sea Serpent,8,-1,0,0,WATER
10571,49328340,Spiral Spear Strike,spell,Continuous,0,-1,0,0,
10572,53239672,Spirit Barrier,trap,Continuous,0,-1,0,0,
10573,50418970,Spirit Burner,spell,Equip,0,-1,0,0,
10574,48659020,Spirit Caller,effect,Spellcaster,3,-1,0,0,LIGHT
10575,91530236,Spirit Charmers,spell,Quick-Play,0,-1,0,0,
10576,20802187,Spirit Converter,spell,Continuous,0,-1,0,0,
10577,69832741,Spirit Elimination,spell,Normal,0,-1,0,0,
10578,16674846,Spirit Force,trap,Normal,0,-1,0,0,
10579,94772232,"Spirit Message ""A""",spell,Continuous,0,-1,0,0,
10580,31893528,"Spirit Message ""I""",spell,Continuous,0,-1,0,0,
10581,30170981,"Spirit Message ""L""",spell,Continuous,0,-1,0,0,
10582,67287533,"Spirit Message ""N""",spell,Continuous,0,-1,0,0,
10583,13522325,Spirit of Flames,effect,Pyro,4,-1,0,0,FIRE
10584,14037717,Spirit of the Books,normal,Winged Beast,4,-1,0,0,WIND
10585,53530069,Spirit of the Breeze,effect,Fairy,3,-1,0,0,WIND
10586,26517393,Spirit of the Fall Wind,effect,Fairy,4,-1,0,0,WIND
10587,80770678,Spirit of the Harp,normal,Fairy,4,-1,0,0,LIGHT
